Sentence #,sylhet_word,bio_tag
,পারে,O
Sentence: 2569,আমার,O
,ছোডভাই,B-REL
,বিয়া,O
,করি,O
,লাইসে,O
Sentence: 2570,মাথাত,O
,ঘিলু,O
,নাই,O
Sentence: 2571,ডিম,B-FOOD
,দেওয়ন,O
,বন্ধ,O
,করি,O
,লইছে,O
Sentence: 2572,হগলরে,O
,কইছি,O
Sentence: 2573,কইছি,O
Sentence: 2574,আমার,O
,ইতা,O
,করন,O
,লাগব,O
Sentence: 2575,করন,O
,লাগব,O
Sentence: 2576,আইয়ুস,O
Sentence: 2577,আমি,O
,তারে,O
,কইলাম,O
,ইতা,O
,কইরো,O
,না,O
Sentence: 2578,আমি,O
,তারে,O
,কইলাম,O
Sentence: 2579,ওটা,O
,করিও,O
,না,O
Sentence: 2580,কিতা,O
,দরকার,O
,আছিল,O
Sentence: 2581,দরকার,O
,আছিল,O
Sentence: 2582,বনানীর,O
,কিতা,O
,দরকার,O
Sentence: 2583,ইতা,O
,করের,O
,কিতার,O
,লাগি,O
,বিয়া,O
,বইয়া,O
Sentence: 2584,কিতার,O
,লাগি,O
,বিয়া,O
,বইয়া,O
Sentence: 2585,ইতা,O
,করের,O
Sentence: 2586,ইগু,O
,কিলা,O
,ওই,O
Sentence: 2587,ইগু,O
,কিলা,O
,ওই,O
Sentence: 2588,তুমিতাইন,O
,ওর,O
,অত,O
,ঘুম,O
,আয়,O
,কিওর,O
,লাগি,O
Sentence: 2589,তুমিতাইন,O
,ওর,O
,ঘুম,O
,আয়,O
,কিওর,O
,লাগি,O
Sentence: 2590,ঘুম,O
,আয়,O
,কিওর,O
,লাগি,O
Sentence: 2591,অত,O
,ঘুম,O
,আয়,O
,কিওর,O
,লাগি,O
Sentence: 2592,তুমিতাইন,O
,ঘুম,O
,আয়,O
Sentence: 2593,তোমার,O
,কাজ,O
,খাম,O
,নাই,O
Sentence: 2594,মাথ,O
,ঠিক,O
,আছেনি,O
Sentence: 2595,কান,O
,লাল,B-COL
,করিয়া,O
,পালাইমু,O
,তর,O
Sentence: 2596,আমি,O
,সমস্যায়,O
,আছি,O
Sentence: 2597,সমস্যায়,O
,আছি,O
Sentence: 2598,তুমিতাইন,O
,ওর,O
,লগে,O
,আমার,O
,জরুরি,O
,মাত,O
,আছে,O
Sentence: 2599,তুমিতাইন,O
,ওর,O
,লগে,O
,আমার,O
,মাত,O
,আছে,O
Sentence: 2600,আমার,O
,জরুরি,O
,মাত,O
,আছে,O
Sentence: 2601,জরুরি,O
,মাত,O
,আছে,O
Sentence: 2602,মাত,O
,আছে,O
Sentence: 2603,আমার,O
,সোকাইলকু,O
,উঠাইয়া,O
,চা,B-FOOD
,খাওয়ায়,O
,অভ্যাস,O
Sentence: 2604,সোকাইলকু,O
,উঠাইয়া,O
,চা,B-FOOD
,খাওয়ায়,O
,অভ্যাস,O
Sentence: 2605,চা,B-FOOD
,খাওয়ায়,O
,অভ্যাস,O
Sentence: 2606,তুমিতাইন,O
,দুপুরবেলাত,O
,কিতা,O
,খাইলায়,O
Sentence: 2607,দুপুরবেলাত,O
,কিতা,O
,খাইলায়,O
Sentence: 2608,তুমিতাইন,O
,কিতা,O
,রাত্রে,O
,বারইবায়,O
,নি,O
Sentence: 2609,রাত্রে,O
,বারইবায়,O
,নি,O
Sentence: 2610,বারইবায়,O
,নি,O
Sentence: 2611,তুমিতাইন,O
,কিতা,O
,বারইবায়,O
,নি,O
Sentence: 2612,ইবায়,O
,নি,O
Sentence: 2613,আফনার,O
,লগে,O
,মাত্তে,O
,বাক্কা,O
,ভালা,O
,লাগে,O
,আমার,O
Sentence: 2614,মাত্তে,O
,বাক্কা,O
,ভালা,O
,লাগে,O
,আমার,O
Sentence: 2615,ভালা,O
,লাগে,O
,আমার,O
Sentence: 2616,রং,B-COL
,করাইতে,O
,পারবে,O
,নি,O
,রে,O
Sentence: 2617,কাজ,O
,করতাম,O
,কিলাখান,O
Sentence: 2618,আমি,O
,বাউট,O
,সমস্যায়,O
,আছি,O
Sentence: 2619,মাত্তে,O
,বাক্কা,O
,ভালা,O
,লাগে,O
Sentence: 2620,বাক্কা,O
,ভালা,O
,লাগে,O
Sentence: 2621,আফনার,O
,লগে,O
,মাত্তে,O
,বাক্কা,O
Sentence: 2622,খেলবে,O
,নি,O
,আমার,O
,পুড়ির,O
,লগে,O
Sentence: 2623,আমার,O
,ওখন,O
,তোমারে,O
,ভালা,O
,লাগে,O
Sentence: 2624,আমরার,O
,মাত,O
,বুঝরে,O
,তুই,O
Sentence: 2625,হাছারে,O
,বা,O
,আমার,O
,গাও,O
,জ্বর,O
Sentence: 2626,তোমরারে,O
,আমরা,O
,দেইখা,O
,নিমু,O
Sentence: 2627,তুমিতাইন,O
,দুপুরবেলাত,O
,কিতা,O
,দিয়া,O
,ভাত,B-FOOD
,খাইলায়,O
Sentence: 2628,দুপুরবেলাত,O
,কিতা,O
,দিয়া,O
,ভাত,B-FOOD
,খাইলায়,O
Sentence: 2629,দুপুরবেলাত,O
,কিতা,O
,খাইলায়,O
Sentence: 2630,কিতা,O
,দিয়া,O
,ভাত,B-FOOD
Sentence: 2631,সব,O
,তাকি,O
,কাছ,O
,ওর,O
,মানুষ,O
Sentence: 2632,বাক্কা,O
,ভালা,O
,লাগে,O
Sentence: 2633,ভালা,O
,লাগে,O
Sentence: 2634,মাত্তে,O
,বাক্কা,O
,ভালা,O
,লাগে,O
Sentence: 2635,আমি,O
,তুমারে,O
,চাল্ল,O
,দিতাম,O
,নায়,O
Sentence: 2636,তুমারে,O
,চাল্ল,O
,দিতাম,O
,নায়,O
Sentence: 2637,আমি,O
,তুমারে,O
,চাল্ল,O
,দিতাম,O
Sentence: 2638,তুমারে,O
,চাল্ল,O
,দিতাম,O
Sentence: 2639,চাল্ল,O
,নায়,O
Sentence: 2640,তুমিতাইন,O
,অত,O
,ঘুমাও,O
,কিতার,O
,লাগি,O
Sentence: 2641,তুমিতাইন,O
,ঘুমাও,O
,কিতার,O
,লাগি,O
Sentence: 2642,অত,O
,ঘুমাও,O
,কিতার,O
,লাগি,O
Sentence: 2643,ঘুমাও,O
,কিতার,O
,লাগি,O
Sentence: 2644,তুমিতাইন,O
,অত,O
,ঘুমাও,O
,কিতার,O
,লাগি,O
Sentence: 2645,ফুয়াটায়,O
,এখটা,O
,সাদা,B-COL
,রঙ্গের,I-COL
,শার্ট,B-OBJ
,পিন্দিয়া,O
,আইছিল,O
Sentence: 2646,হে,O
,এখন,O
,রাজশাহীত,B-LOC
,গেছে,O
,গিয়া,O
Sentence: 2647,হে,O
,এখেবারেও,O
,হাসে,O
,না,O
Sentence: 2648,হে,O
,হাসে,O
,না,O
Sentence: 2649,হে,O
,হাসে,O
Sentence: 2650,হাসে,O
,না,O
Sentence: 2651,এখেবারেও,O
Sentence: 2652,হে,O
,রাজশাহীত,B-LOC
,গেছে,O
,গিয়া,O
Sentence: 2653,রাজশাহীত,B-LOC
,গেছে,O
,গিয়া,O
Sentence: 2654,গেছে,O
,গিয়া,O
Sentence: 2655,হে,O
,এখন,O
,রাজশাহীত,B-LOC
Sentence: 2656,আফনার,O
,সব,O
,তাকি,O
,কাছ,O
,ওর,O
,মানুষ,O
,কে,O
Sentence: 2657,আফনার,O
,কাছ,O
,ওর,O
,মানুষ,O
,কে,O
Sentence: 2658,কাছ,O
,ওর,O
,মানুষ,O
,কে,O
Sentence: 2659,মানুষ,O
,কে,O
Sentence: 2660,ঢাকাত,B-LOC
,আইছে,O
Sentence: 2661,ফুয়াটায়,O
,ঢাকাত,B-LOC
,আইছে,O
Sentence: 2662,ফুয়াটায়,O
,ঢাকাত,B-LOC
,আইছে,O
Sentence: 2663,সাদা,B-COL
,রঙ্গের,I-COL
,শার্ট,B-OBJ
,পিন্দিয়া,O
,আইছিল,O
Sentence: 2664,এখটা,O
,সাদা,B-COL
,রঙ্গের,I-COL
,শার্ট,B-OBJ
Sentence: 2665,সাদা,B-COL
,রঙ্গের,I-COL
,শার্ট,B-OBJ
,পিন্দিয়া,O
,আইছিল,O
Sentence: 2666,সাদা,B-COL
,রঙ্গের,I-COL
,শার্ট,B-OBJ
Sentence: 2667,শার্ট,B-OBJ
,পিন্দিয়া,O
,আইছিল,O
Sentence: 2668,পিন্দিয়া,O
,আইছিল,O
Sentence: 2669,আমার,O
,বউত,O
,খারাপ,O
,লাগের,O
Sentence: 2670,আমার,O
,খারাপ,O
,লাগের,O
Sentence: 2671,বউত,O
,খারাপ,O
,লাগের,O
Sentence: 2672,খারাপ,O
,লাগের,O
Sentence: 2673,তুমি,O
,কোন,O
,স্কুলো,B-ORG
,পড়ো,O
Sentence: 2674,কোন,O
,স্কুলো,B-ORG
,পড়ো,O
Sentence: 2675,আমরার,O
,বাড়ি,O
,চাঁদপুর,B-LOC
Sentence: 2676,আমরার,O
,বাড়ি,O
,যশোর,B-LOC
Sentence: 2677,তুমি,O
,কই,O
,যাও,O
Sentence: 2678,কই,O
,যাও,O
Sentence: 2679,তার,O
,বই,B-OBJ
,পর্তে,O
,এক্দম,O
,অউ,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 2680,আফ্নার,O
,কিতা,O
,পরালেখা,O
,কর্তে,O
,এখদম,O
,ভালা,O
,লাগে,O
,নানি,O
Sentence: 2681,পরালেখা,O
,কর্তে,O
,এখদম,O
,ভালা,O
,লাগে,O
,নানি,O
Sentence: 2682,আফ্নার,O
,কিতা,O
,পরালেখা,O
,ভালা,O
,লাগে,O
,নানি,O
Sentence: 2683,আফ্নার,O
,কিতা,O
,পরালেখা,O
,ভালা,O
,লাগে,O
Sentence: 2684,ভালা,O
,লাগে,O
,নানি,O
Sentence: 2685,আমি,O
,কামো,O
,যাইতাম,O
,চায়,O
Sentence: 2686,কামো,O
,যাইতাম,O
,চায়না,O
Sentence: 2687,যাইতাম,O
,চায়না,O
Sentence: 2688,চায়না,O
Sentence: 2689,কামো,O
,যাইতাম,O
,চায়,O
Sentence: 2690,যাইতাম,O
,চায়,O
Sentence: 2691,আফনে,O
,ওউ,O
,কলম,B-OBJ
,ওগু,O
,লৌকা,O
Sentence: 2692,ওউ,O
,কলম,B-OBJ
,ওগু,O
,লৌকা,O
Sentence: 2693,কলম,B-OBJ
,ওগু,O
,লৌকা,O
Sentence: 2694,আফনে,O
,কলম,B-OBJ
,ওগু,O
,লৌকা,O
Sentence: 2695,তুমি,O
,যাইবায়,O
Sentence: 2696,ফুরুত্তা,O
,কান্দের,O
,খানি,O
,খাওয়াও,O
Sentence: 2697,নিজর,O
,থাখার,O
,জাগা,O
,নাই,O
,আবার,O
,আরকজনরে,O
,ফালার,O
,দায়িত্ব,O
,নিসে,O
Sentence: 2698,আমারে,O
,হাছা,O
,কথা,O
,কৌকা,O
Sentence: 2699,হাছা,O
,কথা,O
,কৌকা,O
Sentence: 2700,কথা,O
,কৌকা,O
Sentence: 2701,আমারে,O
,হাছা,O
,কৌকা,O
Sentence: 2702,হাছা,O
,কৌকা,O
Sentence: 2703,ফুরুত্তা,O
,কান্দের,O
Sentence: 2704,খানি,B-FOOD
,খাওয়াও,O
Sentence: 2705,তুমিতাইন,O
,ঘুম,O
,তনে,O
,জলদি,O
,উঠি,O
,যাইও,O
Sentence: 2706,ঘুম,O
,তনে,O
,জলদি,O
,উঠি,O
,যাইও,O
Sentence: 2707,জলদি,O
,উঠি,O
,যাইও,O
Sentence: 2708,উঠি,O
,যাইও,O
Sentence: 2709,তুমিতাইন,O
,জলদি,O
,উঠি,O
,যাইও,O
Sentence: 2710,আমি,O
,সোকাইলকু,O
,নাস্তা,O
,খাইয়া,O
,বাদে,O
,স্কুল,O
,ও,O
,যাই,O
Sentence: 2711,সোকাইলকু,O
,নাস্তা,B-FOOD
,খাইয়া,O
,বাদে,O
,স্কুল,B-ORG
,ও,O
,যাই,O
Sentence: 2712,নাস্তা,B-FOOD
,খাইয়া,O
,বাদে,O
,স্কুল,B-ORG
,ও,O
,যাই,O
Sentence: 2713,স্কুল,B-ORG
,ও,O
,যাই,O
Sentence: 2714,আমি,O
,নাস্তা,B-FOOD
,খাইয়া,O
,বাদে,O
,স্কুল,B-ORG
,ও,O
,যাই,O
Sentence: 2715,আমার,O
,সকালকু,O
,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 2716,সকালকু,O
,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 2717,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 2718,খাইতে,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 2719,ভালা,O
,লাগে,O
,না,O
Sentence: 2720,লাগে,O
,না,O
Sentence: 2721,আমার,O
,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2722,আমার,O
,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2723,আমার,O
,কুন্টা,O
,ভালা,O
,লাগে,O
Sentence: 2724,আমার,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2725,আমার,O
,সকালকু,O
,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2726,সকালকু,O
,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2727,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2728,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2729,ভালা,O
,লাগে,O
Sentence: 2730,আমার,O
,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2731,আমার,O
,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2732,আমার,O
,কুন্টা,O
,ভালা,O
,লাগে,O
Sentence: 2733,আমার,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2734,আমরা,O
,হারি,O
,গেছি,O
Sentence: 2735,আমি,O
,ভালা,O
,আছি,O
Sentence: 2736,ভালা,O
,আছি,O
Sentence: 2737,আমি,O
,ভালা,O
,নাই,O
Sentence: 2738,তুমি,O
,কিলাখান,O
,আছ,O
Sentence: 2739,ভালা,O
,লাগের,O
,না,O
Sentence: 2740,আমার,O
,ভালা,O
,লাগের,O
,না,O
Sentence: 2741,আমি,O
,ক্রিকেট,O
,খেলমু,O
Sentence: 2742,ক্রিকেট,O
,খেলুম,O
Sentence: 2743,তুমি,O
,কই,O
Sentence: 2744,একগু,O
,বিলাই,B-ANI
,দরজার,O
,ধারো,O
,বৈ,O
,রিছে,O
Sentence: 2745,বিলাই,B-ANI
,দরজার,O
,ধারো,O
,বৈ,O
,রিছে,O
Sentence: 2746,দরজার,O
,ধারো,O
,বৈ,O
,রিছে,O
Sentence: 2747,ধারো,O
,বৈ,O
,রিছে,O
Sentence: 2748,বৈ,O
,রিছে,O
Sentence: 2749,আমি,O
,কামো,O
,যাইতাম,O
,চায়না,O
Sentence: 2750,তুমি,O
,কই,O
,থাকি,O
,আইছো,O
Sentence: 2751,কই,O
,থাকি,O
,আইছো,O
Sentence: 2752,তুমি,O
,কই,O
,থাকো,O
Sentence: 2753,কই,O
,থাক,O
Sentence: 2754,আমি,O
,ভালা,O
,নাই,O
Sentence: 2755,আফনে,O
,কিলাখান,O
,আছইন,O
Sentence: 2756,তুমি,O
,কিলাখান,O
,আছো,O
Sentence: 2757,কোনাখানো,O
,যাও,O
Sentence: 2758,তুমি,O
,কই,O
,থাকি,O
,আইছো,O
Sentence: 2759,কই,O
,থাকি,O
,আইছো,O
Sentence: 2760,তুমি,O
,কিতা,O
,করো,O
Sentence: 2761,কিতার,O
,লাগি,O
,কইরায়,O
Sentence: 2762,কিতা,O
,করো,O
Sentence: 2763,আমার,O
,মন,O
,ভালা,O
,নাই,O
Sentence: 2764,মন,O
,ভালা,O
,নাই,O
Sentence: 2765,আফনারার,O
,বাড়ি,O
,কই,O
Sentence: 2766,আমি,O
,স্কুলো,B-ORG
,যাইতাম,O
,না,O
Sentence: 2767,আমি,O
,যাইতাম,O
,না,O
Sentence: 2768,আমি,O
,স্কুলো,B-ORG
,গেছি,O
,না,O
Sentence: 2769,তোমারে,O
,ওখান,O
,থাকি,O
,যাইতে,O
,কইছি,O
Sentence: 2770,ওখান,O
,থাকি,O
,যাইতে,O
,কইছি,O
Sentence: 2771,তুমি,O
,কিতা,O
,কাজ,O
,করো,O
Sentence: 2772,কিতা,O
,কাজ,O
,করো,O
Sentence: 2773,কাজ,O
,করো,O
Sentence: 2774,মাত,O
,থোরা,O
,কইন,O
Sentence: 2775,এই,O
,কাজটা,O
,করো,O
Sentence: 2776,কাজটা,O
,করো,O
Sentence: 2777,বিয়ানবালা,O
,কাজ,O
,করো,O
Sentence: 2778,হাইঞ্জাবালা,O
,কাজ,O
,করো,O
Sentence: 2779,এক,O
,গালো,O
,একটা,O
,ছড়,O
,লাগাইয়া,O
,দিমু,O
Sentence: 2780,একটা,O
,ছড়,O
,লাগাইয়া,O
,দিমু,O
Sentence: 2781,আমি,O
,ভাত,B-FOOD
,খাইতাম,O
Sentence: 2782,ভাত,B-FOOD
,খাইতাম,O
Sentence: 2783,আমার,O
,কাম,O
,আছে,O
Sentence: 2784,কাম,O
,আছে,O
Sentence: 2785,আমরা,O
,যাইমু,O
Sentence: 2786,তোমার,O
,নাম,O
,কিতা,O
Sentence: 2787,আমার,O
,নাম,O
,নয়ন।,O
Sentence: 2788,আমি,O
,তোমারে,O
,ভালাপাই,O
Sentence: 2789,তোমারে,O
,ভালাপাই,O
Sentence: 2790,তুমি,O
,কই,O
,যাইরায়,O
Sentence: 2791,কই,O
,যাইরায়,O
Sentence: 2792,কিতা,O
,আনতাম,O
Sentence: 2793,ফুরুত্তা,O
,কান্দের,O
,খানি,O
,খাওয়াও,O
Sentence: 2794,আমি,O
,খাই,O
Sentence: 2795,আমি,O
,খেলি,O
Sentence: 2796,আমি,O
,খাইমু,O
Sentence: 2797,আমি,O
,পড়রাম,O
Sentence: 2798,আমি,O
,পড়মু,O
Sentence: 2799,আমি,O
,স্কুলো,B-ORG
,যাইমু,O
Sentence: 2800,স্কুলো,B-ORG
,যাইমু,O
Sentence: 2801,আমি,O
,ভাত,B-FOOD
,খাইতাম,O
,না,O
Sentence: 2802,খাইতাম,O
,না,O
Sentence: 2803,তুমি,O
,কিতা,O
,করো,O
Sentence: 2804,কিতা,O
,করো,O
Sentence: 2805,আমি,O
,খেলা,O
,কররাম,O
Sentence: 2806,খেলা,O
,কররাম,O
Sentence: 2807,তুমি,O
,ভাত,B-FOOD
,খাইছো,O
Sentence: 2808,কিতা,O
,খবর,O
,তোমার,O
Sentence: 2809,কিতা,O
,খবর,O
Sentence: 2810,তোমরার,O
,বাড়ি,O
,কই,O
Sentence: 2811,বাড়ি,O
,কই,O
Sentence: 2812,কিতা,O
,করো,O
,হ্ক্কলে,O
Sentence: 2813,কিতা,O
,করো,O
Sentence: 2814,আমি,O
,রিক্সা,B-OBJ
,দিয়া,O
,আইমু,O
Sentence: 2815,রিক্সা,B-OBJ
,দিয়া,O
,আইমু,O
Sentence: 2816,আমার,O
,নাম,O
,আরিফ,B-PER
Sentence: 2817,তুমি,O
,কিতা,O
,কর,O
Sentence: 2818,কিতা,O
,কর,O
Sentence: 2819,তোমার,O
,বয়স,O
,কত,O
Sentence: 2820,না,O
,ভালা,O
,নাই,O
Sentence: 2821,আমি,O
,ঘুষা,O
,করছি,O
Sentence: 2822,আমি,O
,তোমার,O
,লগে,O
,পরে,O
,কথা,O
,কইমু,O
Sentence: 2823,ওউ,O
,বাড়ি,O
,আমরার,O
Sentence: 2824,সুন্দর,O
,করিয়া,O
,বও,O
Sentence: 2825,আমরা,O
,বাড়িত,O
,কেউ,O
,আইছে,O
,না,O
Sentence: 2826,কিতা,O
,কররায়,O
Sentence: 2827,ভাই,B-REL
,কিতা,O
,কররায়,O
Sentence: 2828,করতাম,O
,পাররাম,O
,না,O
,বহুত,O
,জ্বর,O
Sentence: 2829,আপেল,B-FOOD
,আমার,O
,পছন্দ,O
Sentence: 2830,আঙ্গুর,B-FOOD
,আমার,O
,পছন্দ,O
Sentence: 2831,হে,O
,অনেক,O
,খায়,O
Sentence: 2832,আমি,O
,কিতা,O
,করছি,O
Sentence: 2833,আজকে,O
,বাইরে,O
,যাইমু,O
Sentence: 2834,আজকে,O
,বাইরে,O
,যাইতাম,O
,নায়,O
Sentence: 2835,আমারে,O
,হাছা,O
,কথা,O
,কৌকা,O
Sentence: 2836,হাছা,O
,কথা,O
,কৌকা,O
Sentence: 2837,কথা,O
,কৌকা,O
Sentence: 2838,আমারে,O
,হাছা,O
,কৌকা,O
Sentence: 2839,হাছা,O
,কৌকা,O
Sentence: 2840,তুমিতাইন,O
,ঘুম,O
,তনে,O
,জলদি,O
,উঠি,O
,যাইও,O
Sentence: 2841,ঘুম,O
,তনে,O
,জলদি,O
,উঠি,O
,যাইও,O
Sentence: 2842,জলদি,O
,উঠি,O
,যাইও,O
Sentence: 2843,উঠি,O
,যাইও,O
Sentence: 2844,তুমিতাইন,O
,জলদি,O
,উঠি,O
,যাইও,O
Sentence: 2845,আমি,O
,সোকাইলকু,O
,নাস্তা,B-FOOD
,খাইয়া,O
,বাদে,O
,স্কুল,B-ORG
,ও,O
,যাই,O
Sentence: 2846,সোকাইলকু,O
,নাস্তা,B-FOOD
,খাইয়া,O
,বাদে,O
,স্কুল,B-ORG
,ও,O
,যাই,O
Sentence: 2847,নাস্তা,B-FOOD
,খাইয়া,O
,বাদে,O
,স্কুল,B-ORG
,ও,O
,যাই,O
Sentence: 2848,স্কুল,B-ORG
,ও,O
,যাই,O
Sentence: 2849,আমরার,O
,কাম,O
,আছে,O
Sentence: 2850,তোমার,O
,কাম,O
,আছে,O
Sentence: 2851,আফনার,O
,লাগি,O
Sentence: 2852,তুই,O
,আজকো,O
,স্কুল,B-ORG
,ও,O
,গেছলে,O
Sentence: 2853,আজকো,O
,স্কুল,B-ORG
,ও,O
,গেছলে,O
Sentence: 2854,কিতা,O
,কিতা,O
,আনতাম,O
Sentence: 2855,আমার,O
,সকালকু,O
,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 2856,সকালকু,O
,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 2857,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 2858,খাইতে,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 2859,ভালা,O
,লাগে,O
,না,O
Sentence: 2860,লাগে,O
,না,O
Sentence: 2861,আমার,O
,সকালকু,O
,খাইতে,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 2862,আমার,O
,সকালকু,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2863,আমার,O
,সকালকু,O
,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2864,সকালকু,O
,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2865,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2866,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2867,ভালা,O
,লাগে,O
Sentence: 2868,আমার,O
,মাত,O
,ওর,O
,জবাব,O
,দেউকা,O
Sentence: 2869,মাত,O
,ওর,O
,জবাব,O
,দেউকা,O
Sentence: 2870,জবাব,O
,দেউকা,O
Sentence: 2871,আমি,O
,অসুস্থ,O
,ওই,O
,গেছিলাম,O
Sentence: 2872,অসুস্থ,O
,ওই,O
,গেছিলাম,O
Sentence: 2873,আমি,O
,হেরারে,O
,দেখছি,O
Sentence: 2874,হেরারে,O
,দেখছি,O
Sentence: 2875,দেখছি,O
Sentence: 2876,ওনো,O
,উবাউকা,O
Sentence: 2877,উবাউকা,O
Sentence: 2878,সময়,O
,ফুরাই,O
,গেছে,O
Sentence: 2879,শিমুর,O
,লাল,O
,রং,O
,পছন্দ,O
Sentence: 2880,শিমুর,B-PER
,সবুজ,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2881,শিমুর,B-PER
,কালো,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2882,তাইন,O
,বাক্কা,O
,লম্বা,O
,না,O
Sentence: 2883,আমি,O
,মাফ,O
,চাইয়ার,O
Sentence: 2884,মাফ,O
,চাইয়ার,O
Sentence: 2885,আমি,O
,চাইয়ার,O
Sentence: 2886,তাইন,O
,উঠিয়া,O
,দাড়াইলা,O
,না,O
Sentence: 2887,উঠিয়া,O
,দাড়াইলা,O
,না,O
Sentence: 2888,দাড়াইলা,O
,না,O
Sentence: 2889,তাইন,O
,দাড়াইলা,O
,না,O
Sentence: 2890,আমি,O
,বাক্কা,O
,লম্বা,O
Sentence: 2891,আমি,O
,লম্বা,O
Sentence: 2892,আমি,O
,বাক্কা,O
,লম্বা,O
,না,O
Sentence: 2893,বাক্কা,O
,লম্বা,O
,না,O
Sentence: 2894,লম্বা,O
,না,O
Sentence: 2895,আমি,O
,লম্বা,O
,না,O
Sentence: 2896,তাইন,O
,বাক্কা,O
,লম্বা,O
Sentence: 2897,আমি,O
,হারি,O
,গেছি,O
Sentence: 2898,আমি,O
,হারি,O
,গেছি,O
Sentence: 2899,আমি,O
,ঠিক,O
,আছি,O
Sentence: 2900,ঠিক,O
,আছি,O
Sentence: 2901,আমি,O
,ফিরিয়া,O
,আইছি,O
Sentence: 2902,ফিরিয়া,O
,আইছি,O
Sentence: 2903,আমি,O
,আইছি,O
Sentence: 2904,আমি,O
,কেক,B-FOOD
,ভালা,O
,ফাই,O
Sentence: 2905,কেক,B-FOOD
,ভালা,O
,ফাই,O
Sentence: 2906,ভালা,O
,ফাই,O
Sentence: 2907,আমি,O
,কেক,B-FOOD
,ভালা,O
,ফাই,O
,না,O
Sentence: 2908,কেক,B-FOOD
,ভালা,O
,ফাই,O
,না,O
Sentence: 2909,ভালা,O
,ফাই,O
,না,O
Sentence: 2910,কেক,B-FOOD
,ভালা,O
,না,O
Sentence: 2911,থুরা,O
,ঘুমাই,O
,যাও,O
Sentence: 2912,ঘুমাই,O
,যাও,O
Sentence: 2913,আমি,O
,একলা,O
,আচলাম,O
Sentence: 2914,একলা,O
,আচলাম,O
Sentence: 2915,আমি,O
,আচলাম,O
Sentence: 2916,আমার,O
,লগে,O
,থাকৌকা,O
Sentence: 2917,লগে,O
,থাকৌকা,O
Sentence: 2918,তাইন,O
,রাগী,O
,গেছলা,O
Sentence: 2919,রাগী,O
,গেছলা,O
Sentence: 2920,তাইন,O
,গেছলা,O
Sentence: 2921,আমার,O
,হাত,O
,ধরক্কা,O
Sentence: 2922,হাত,O
,ধরক্কা,O
Sentence: 2923,আমি,O
,অবাক,O
,ওই,O
,গেছলাম,O
Sentence: 2924,অবাক,O
,ওই,O
,গেছলাম,O
Sentence: 2925,ওই,O
,গেছলাম,O
Sentence: 2926,আমি,O
,অবাক,O
Sentence: 2927,আমি,O
,আইতাম,O
,নাই,O
Sentence: 2928,আইতাম,O
,নাই,O
Sentence: 2929,আমি,O
,আইতাম,O
Sentence: 2930,আমি,O
,হারতাম,O
,নাই,O
Sentence: 2931,হারতাম,O
,নাই,O
Sentence: 2932,আমি,O
,হারতাম,O
Sentence: 2933,আমার,O
,হাতও,O
,বেদনা,O
,করের,O
Sentence: 2934,হাতও,O
,বেদনা,O
,করের,O
Sentence: 2935,বেদনা,O
,করের,O
Sentence: 2936,আমার,O
,হাতও,O
,বেদনা,O
Sentence: 2937,হাতও,O
,বেদনা,O
Sentence: 2938,আমার,O
,পাও,O
,বেদনা,O
,করের,O
Sentence: 2939,পাও,O
,বেদনা,O
,করের,O
Sentence: 2940,আমার,O
,পাও,O
,বেদনা,O
Sentence: 2941,পাও,O
,বেদনা,O
