Sentence #,chittagong_word,bio_tag
,হাছে,O
,মানুষ,O
,হননা,O
Sentence: 2657,ওনোর,O
,মানুষ,O
,হননা,O
Sentence: 2658,হাছে,O
,মানুষ,O
,হননা,O
Sentence: 2659,মানুষ,O
,হননা,O
Sentence: 2660,ধাহা,B-LOC
,আইসে,O
Sentence: 2661,ফোয়াইবা,O
,ধাহা,B-LOC
,আইসে,O
Sentence: 2662,ফোয়াইবা,O
,সিলেট্টুন,B-LOC
Sentence: 2663,সাদা,B-COL
,রঙের,I-COL
,উগ্গা,O
,শার্ট,B-OBJ
,ফরি,O
,আইসিল,O
Sentence: 2664,সাদা,B-COL
,রঙের,I-COL
,উগ্গা,O
,শার্ট,B-OBJ
Sentence: 2665,সাদা,B-COL
,রঙের,I-COL
,শার্ট,B-OBJ
,ফরি,O
,আইসিল,O
Sentence: 2666,সাদা,B-COL
,রঙের,I-COL
,শার্ট,B-OBJ
Sentence: 2667,শার্ট,B-OBJ
,ফরি,O
,আইসিল,O
Sentence: 2668,ফরি,O
,আইসিল,O
Sentence: 2669,ইয়ার,O
,বেশি,O
,হারাপ,O
,লাগের,O
Sentence: 2670,ইয়ার,O
,হারাপ,O
,লাগের,O
Sentence: 2671,বেশি,O
,হারাপ,O
,লাগের,O
Sentence: 2672,হারাপ,O
,লাগের,O
Sentence: 2673,তুই,O
,হন,O
,স্কুলত,B-ORG
,পর,O
Sentence: 2674,হন,O
,স্কুলত,B-ORG
,পর,O
Sentence: 2675,আর,O
,বাড়ি,O
,চাঁদপুর,B-LOC
Sentence: 2676,আর,O
,বাড়ি,O
,যশোরত,B-LOC
Sentence: 2677,তুই,O
,হোন্ডা,O
,যাইবে,O
Sentence: 2678,হোন্ডা,O
,যাইবে,O
Sentence: 2679,ইতাত্তুন,O
,বই,B-OBJ
,ফোয়ারত,O
,এফোডাও,O
,গম,O
,নো,O
,লাগে,O
Sentence: 2680,তোয়ার,O
,ফোরালেহা,O
,গরীরত,O
,এফফোডাও,O
,গম,O
,নো,O
,লাগে,O
Sentence: 2681,ফোরালেহা,O
,গরীরত,O
,এফফোডাও,O
,গম,O
,নো,O
,লাগে,O
Sentence: 2682,তোয়ার,O
,ফোরালেহা,O
,গরীরত,O
,গম,O
,নো,O
,লাগে,O
Sentence: 2683,তোয়ার,O
,ফোরালেহা,O
,গরীরত,O
,গম,O
,লাগে,O
Sentence: 2684,গম,O
,নো,O
,লাগে,O
Sentence: 2685,এই,O
,কাজত,O
,যাইত,O
,চাই,O
Sentence: 2686,কাজত,O
,যাইত,O
,ন,O
,চাই,O
Sentence: 2687,যাইত,O
,ন,O
,চাই,O
Sentence: 2688,ন,O
,চাই,O
Sentence: 2689,কাজত,O
,যাইত,O
,চাই,O
Sentence: 2690,যাইত,O
,চাই,O
Sentence: 2691,কলম,B-OBJ
,ইবা,O
,লো,O
Sentence: 2692,কলম,B-OBJ
,ইবা,O
,লো,O
Sentence: 2693,কলম,B-OBJ
,ইবা,O
,লো,O
Sentence: 2694,কলম,B-OBJ
,ইবা,O
,লো,O
Sentence: 2695,তুই,O
,যাইবেনা,O
Sentence: 2696,ফুয়া,O
,হান্দের,O
,বচ্চু,O
,হাবাই,O
,দ,O
Sentence: 2697,নিজত্তুন,O
,নাই,O
,জাগা,O
,কুত্তা,O
,আইন্নে,O
,বাগা,O
Sentence: 2698,আরে,O
,হাছা,O
,হতা,O
,হয়ডো,O
Sentence: 2699,হাছা,O
,হতা,O
,হয়ডো,O
Sentence: 2700,হতা,O
,হয়ডো,O
Sentence: 2701,আরে,O
,হাছা,O
,হয়ডো,O
Sentence: 2702,হাছা,O
,হয়ডো,O
Sentence: 2703,ফুয়া,O
,হান্দের,O
Sentence: 2704,বচ্চু,B-FOOD
,হাবাই,O
,দ,O
Sentence: 2705,তুই,O
,গুমের,O
,তুন,O
,জলদি,O
,উঠ,O
Sentence: 2706,গুমের,O
,তুন,O
,জলদি,O
,উঠ,O
Sentence: 2707,জলদি,O
,উঠ,O
Sentence: 2708,উঠ,O
Sentence: 2709,তুই,O
,জলদি,O
,উঠ,O
Sentence: 2710,আই,O
,সকালট,O
,নাস্তা,O
,হরিয়ার,O
,স্কুলত,O
,যাই,O
Sentence: 2711,সকালট,O
,নাস্তা,B-FOOD
,হরিয়ার,O
,স্কুলত,B-ORG
,যাই,O
Sentence: 2712,নাস্তা,B-FOOD
,হরিয়ার,O
,স্কুলত,B-ORG
,যাই,O
Sentence: 2713,স্কুলত,B-ORG
,যাই,O
Sentence: 2714,আই,O
,নাস্তা,B-FOOD
,হরিয়ার,O
,স্কুলত,B-ORG
,যাই,O
Sentence: 2715,আরে,O
,সকালত,O
,হিছু,O
,খাইত,O
,গম,O
,না,O
,লাগে,O
Sentence: 2716,সকালত,O
,হিছু,O
,খাইত,O
,গম,O
,না,O
,লাগে,O
Sentence: 2717,হিছু,O
,খাইত,O
,গম,O
,না,O
,লাগে,O
Sentence: 2718,খাইত,O
,গম,O
,না,O
,লাগে,O
Sentence: 2719,গম,O
,না,O
,লাগে,O
Sentence: 2720,না,O
,লাগে,O
Sentence: 2721,আরে,O
,হিছু,O
,খাইত,O
,গম,O
,লাগে,O
Sentence: 2722,আরে,O
,খাইত,O
,গম,O
,লাগে,O
Sentence: 2723,আরে,O
,হিছু,O
,গম,O
,লাগে,O
Sentence: 2724,আরে,O
,গম,O
,লাগে,O
Sentence: 2725,আরে,O
,সকালত,O
,হিছু,O
,খাইত,O
,গম,O
,লাগে,O
Sentence: 2726,সকালত,O
,হিছু,O
,খাইত,O
,গম,O
,লাগে,O
Sentence: 2727,হিছু,O
,খাইত,O
,গম,O
,লাগে,O
Sentence: 2728,খাইত,O
,গম,O
,লাগে,O
Sentence: 2729,গম,O
,লাগে,O
Sentence: 2730,আরে,O
,হিছু,O
,খাইত,O
,গম,O
,লাগে,O
Sentence: 2731,আরে,O
,খাইত,O
,গম,O
,লাগে,O
Sentence: 2732,আরে,O
,হিছু,O
,গম,O
,লাগে,O
Sentence: 2733,আরে,O
,গম,O
,লাগে,O
Sentence: 2734,আই,O
,আরি,O
,গিয়ি,O
Sentence: 2735,আঁই,O
,ভালা,O
,আছি,O
Sentence: 2736,ভালা,O
,আছি,O
Sentence: 2737,আঁই,O
,ভালা,O
,নাই,O
Sentence: 2738,অনে,O
,কেন,O
,আছন,O
Sentence: 2739,ভালা,O
,ন,O
,লাগের,O
Sentence: 2740,আঁত্তে,O
,ভালা,O
,ন,O
,লাগের,O
Sentence: 2741,আঁই,O
,কিরকেট,O
,খেইল্যম,O
Sentence: 2742,কিরকেট,O
,খেইল্যম,O
Sentence: 2743,তুঁই,O
,কডে,O
Sentence: 2744,এইগ্গ,O
,বিড়াল,B-ANI
,দরজাত,O
,বই,O
,আছে,O
Sentence: 2745,বিড়াল,B-ANI
,দরজাত,O
,বই,O
,আছে,O
Sentence: 2746,দরজাত,O
,বই,O
,আছে,O
Sentence: 2747,বই,O
,আছে,O
Sentence: 2748,বই,O
,আছে,O
Sentence: 2749,এই,O
,কাজত,O
,যাইত,O
,ন,O
,চাই,O
Sentence: 2750,তুঁই,O
,কডেত্তুন,O
,আইশ্যো,O
Sentence: 2751,কডেত্তুন,O
,আইশ্যো,O
Sentence: 2752,তুঁই,O
,কডে,O
,থাহ,O
Sentence: 2753,কডে,O
,থাহ,O
Sentence: 2754,আই,O
,গওম,O
,নাই,O
Sentence: 2755,অনে,O
,কেন,O
,আছন,O
Sentence: 2756,তুঁই,O
,কেন,O
,আছ,O
Sentence: 2757,হন্ডে,O
,যর,O
Sentence: 2758,অবা,O
,তুয়ারো,O
,ঘর,O
,হডে,O
Sentence: 2759,ঘর,O
,হডে,O
Sentence: 2760,তোঁয়াই,O
,কিরর,O
Sentence: 2761,কেআ,O
,হন্দে,O
Sentence: 2762,কিরর,O
Sentence: 2763,আঁর,O
,মনত,O
,শান্তি,O
,নাই,O
Sentence: 2764,মনত,O
,শান্তি,O
,নাই,O
Sentence: 2765,তোঁয়ারো,O
,বাড়ি,O
,হন্ডে,O
Sentence: 2766,আঁই,O
,স্কুলত,B-ORG
,ন,O
,যাই,O
Sentence: 2767,আঁই,O
,ন,O
,যাইয়্যুম,O
Sentence: 2768,ইয়ান,O
,গেলদে,B-ORG
,হালিয়ে,O
,গইজ্জি,O
Sentence: 2769,তোয়ারে,O
,এইতুন,O
,যাইতামগো,O
,হইদি,O
Sentence: 2770,এইতুন,O
,যাইতামগো,O
,হইদি,O
Sentence: 2771,তুমি,O
,কি,O
,কাম,O
,গরতে,O
,লাইগ,O
Sentence: 2772,কি,O
,কাম,O
,গরতে,O
,লাইগ,O
Sentence: 2773,গরতে,O
,লাইগ,O
Sentence: 2774,কথা,O
,হম,O
,হইস,O
Sentence: 2775,এই,O
,হাম্মান,O
,গড়ে,O
,দেও,O
Sentence: 2776,হাম্মান,O
,গড়ে,O
,দেও,O
Sentence: 2777,বেইন্নে,O
,গরতে,O
,লাইগ,O
Sentence: 2778,হাজুইন্নে,O
,গরতে,O
,লাইগ,O
Sentence: 2779,অজ্ঞ,O
,গাল,O
,সায়,O
,সুয়ার,O
,দিউম,O
Sentence: 2780,সায়,O
,সুয়ার,O
,দিউম,O
Sentence: 2781,আই,O
,ভাত,B-FOOD
,খাইয়ুম,O
Sentence: 2782,ভাত,B-FOOD
,খাইয়ুম,O
Sentence: 2783,আর,O
,কাম,O
,আছে,O
Sentence: 2784,কাম,O
,আছে,O
Sentence: 2785,আরা,O
,যাইয়ুম,O
Sentence: 2786,তোঁয়ার,O
,নাম,O
,কী,O
Sentence: 2787,আঁর,O
,নাম,O
,নয়ন।,O
Sentence: 2788,আঁত্তে,O
,তোঁয়ারে,O
,ভালা,O
,লাগে,O
Sentence: 2789,তোঁয়ারে,O
,ভালা,O
,লাগে,O
Sentence: 2790,তুঁই,O
,কডে,O
,য‌অর,O
Sentence: 2791,কডে,O
,য‌অর,O
Sentence: 2792,কী,O
,আইন্নুম,O
Sentence: 2793,ফুয়া,O
,হান্দের,O
,বচ্চু,O
,হাবাই,O
,দ,O
Sentence: 2794,আই,O
,হাই,O
Sentence: 2795,আই,O
,খেলি,O
Sentence: 2796,আই,O
,হাইয়ুম,O
Sentence: 2797,আই,O
,ফড়ি,O
Sentence: 2798,আই,O
,ফৈরজুম,O
Sentence: 2799,আই,O
,স্কুলোত,B-ORG
,জিয়ুম,O
Sentence: 2800,স্কুলোত,B-ORG
,জাইয়ুম,O
Sentence: 2801,আই,O
,ভাত,B-FOOD
,খাইতম্ন,O
Sentence: 2802,ভাত,O
,খাইতম্ন,O
Sentence: 2803,তুয়ায়,O
,কিত্ত্যালাখগু,O
,দে,O
Sentence: 2804,কিত্ত্যালাখগু,O
,দে,O
Sentence: 2805,আই,O
,খেলা,O
,হাই,O
Sentence: 2806,খেলা,O
,হাই,O
Sentence: 2807,তুয়াই,O
,ভাত,B-FOOD
,হাইউনা,O
Sentence: 2808,কি,O
,হবর,O
,তুয়ার,O
Sentence: 2809,কি,O
,হবর,O
Sentence: 2810,তুয়ারও,O
,বাড়ি,O
,হন্ডে,O
Sentence: 2811,বাড়ি,O
,হন্ডে,O
Sentence: 2812,বিআগগুন,O
,কিত্তালাগগু,O
Sentence: 2813,কিত্তালাগগু,O
Sentence: 2814,আই,O
,রিক্সাত,B-OBJ
,গড়ি,O
,আইসসুম,O
Sentence: 2815,রিক্সাত,B-OBJ
,গড়ি,O
,আইসসুম,O
Sentence: 2816,আর,O
,নাম,O
,আরিফ,B-PER
Sentence: 2817,তুই,O
,কি,O
,গরো,O
Sentence: 2818,কি,O
,গরো,O
Sentence: 2819,তুয়ার,O
,বয়স,O
,হতো,O
Sentence: 2820,না,O
,ভালা,O
,নাই,O
Sentence: 2821,আই,O
,গোসসা,O
,গইজ্জি,O
Sentence: 2822,ফরে,O
,হতা,O
,কইয়ুম,O
Sentence: 2823,বারি,O
,ইবে,O
,আঁরার,O
Sentence: 2824,তুই,O
,উওফারি,O
,বয়,O
Sentence: 2825,আঁরো,O
,বারিত,O
,কনো,O
,কিয়া,O
,নো,O
,আইয়ি,O
Sentence: 2826,কি,O
,গইত্ত্যু,O
,লাইগ্গুন,O
Sentence: 2827,বদ্দা,B-REL
,কি,O
,গইত্ত্যু,O
,লাইগ্গ্যুন,O
Sentence: 2828,গরিন্নফারির,O
,বউত,O
,জর,O
Sentence: 2829,আফেল,B-FOOD
,আঁত্তে,O
,মঅব্বত,O
Sentence: 2830,আনকুর,B-FOOD
,আঁত্তে,O
,মঅব্বত,O
Sentence: 2831,ইতে,O
,যে,O
,হানা,O
,হায়,O
Sentence: 2832,আই,O
,কিচ্চি,O
Sentence: 2833,আজিয়া,O
,বাআরকুলে,O
,যাইয়ুম,O
Sentence: 2834,আইদ্দে,O
,হালিয়া,O
,বাআরকুলে,O
,নযাইয়ুম,O
Sentence: 2835,আরে,O
,হাছা,O
,হতা,O
,হয়ডো,O
Sentence: 2836,হাছা,O
,হতা,O
,হয়ডো,O
Sentence: 2837,হতা,O
,হয়ডো,O
Sentence: 2838,আরে,O
,হাছা,O
,হয়ডো,O
Sentence: 2839,হাছা,O
,হয়ডো,O
Sentence: 2840,তুই,O
,গুমের,O
,তুন,O
,জলদি,O
,উঠ,O
Sentence: 2841,গুমের,O
,তুন,O
,জলদি,O
,উঠ,O
Sentence: 2842,জলদি,O
,উঠ,O
Sentence: 2843,উঠ,O
,যাইও,O
Sentence: 2844,তুই,O
,জলদি,O
,উঠ,O
Sentence: 2845,আই,O
,সকালট,O
,নাস্তা,B-FOOD
,হরিয়ার,O
,স্কুলত,B-ORG
,যাই,O
Sentence: 2846,সকালট,O
,নাস্তা,B-FOOD
,হরিয়ার,O
,স্কুলত,B-ORG
,যাই,O
Sentence: 2847,নাস্তা,B-FOOD
,হরিয়ার,O
,স্কুলত,B-ORG
,যাই,O
Sentence: 2848,স্কুলত,B-ORG
,যাই,O
Sentence: 2849,আরার,O
,কাম,O
,আছে,O
Sentence: 2850,তুর,O
,কাম,O
,আছে,O
Sentence: 2851,অনর,O
,লাই,O
Sentence: 2852,তুই,O
,আজি,O
,এ,O
,স্কুলত,B-ORG
,গে,O
,লিনা,O
Sentence: 2853,আজি,O
,এ,O
,স্কুলত,B-ORG
,গে,O
,লিনা,O
Sentence: 2854,কি,O
,কি,O
,আইন্নুম,O
Sentence: 2855,আমার,O
,সকালত,O
,হিছু,O
,খাইত,O
,গম,O
,না,O
,লাগে,O
Sentence: 2856,সকালত,O
,হিছু,O
,খাইত,O
,গম,O
,না,O
,লাগে,O
Sentence: 2857,হিছু,O
,খাইত,O
,গম,O
,না,O
,লাগে,O
Sentence: 2858,খাইত,O
,গম,O
,না,O
,লাগে,O
Sentence: 2859,গম,O
,না,O
,লাগে,O
Sentence: 2860,না,O
,লাগে,O
Sentence: 2861,আরে,O
,সকালত,O
,খাইত,O
,গম,O
,না,O
,লাগে,O
Sentence: 2862,আরে,O
,সকালত,O
,খাইত,O
,গম,O
,লাগে,O
Sentence: 2863,আমার,O
,সকালত,O
,হিছু,O
,খাইত,O
,গম,O
,লাগে,O
Sentence: 2864,সকালত,O
,হিছু,O
,খাইত,O
,গম,O
,লাগে,O
Sentence: 2865,হিছু,O
,খাইত,O
,গম,O
,লাগে,O
Sentence: 2866,খাইত,O
,গম,O
,না,O
,লাগে,O
Sentence: 2867,গম,O
,লাগে,O
Sentence: 2868,আর,O
,প্রশ্নত,O
,জবাব,O
,দো,O
Sentence: 2869,প্রশ্নত,O
,জবাব,O
,দো,O
Sentence: 2870,জবাব,O
,দো,O
Sentence: 2871,আই,O
,অসুস্থ,O
,ওই,O
,ফইজ্জি,O
Sentence: 2872,অসুস্থ,O
,ওই,O
,ফইজ্জি,O
Sentence: 2873,আই,O
,ইতারোরে,O
,ডিক্ষী,O
Sentence: 2874,ইতারোরে,O
,ডিক্ষী,O
Sentence: 2875,ডিক্ষী,O
Sentence: 2876,ইরে,O
,অপেক্ষা,O
,গোরো,O
Sentence: 2877,অপেক্ষা,O
,গোরো,O
Sentence: 2878,সময়,O
,শেষ,O
,ওই,O
,গিয়োই,O
Sentence: 2879,শিমুর,O
,লাল,O
,রং,O
,পছন্দ,O
Sentence: 2880,শিমুর,B-PER
,সবুজ,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2881,শিমুর,B-PER
,কালো,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2882,এবা,O
,বেশি,O
,ডোর,O
,না,O
Sentence: 2883,আই,O
,মাফ,O
,চাই,O
Sentence: 2884,মাফ,O
,চাই,O
Sentence: 2885,আই,O
,চাই,O
Sentence: 2886,এবা,O
,উথি,O
,গিয়োয়,O
,না,O
Sentence: 2887,উথি,O
,গিয়োয়,O
,না,O
Sentence: 2888,গিয়োয়,O
,না,O
Sentence: 2889,এবা,O
,গিয়োয়,O
,না,O
Sentence: 2890,আই,O
,বেশি,O
,ডোর,O
Sentence: 2891,আই,O
,ডোর,O
Sentence: 2892,আই,O
,বেশি,O
,ডোর,O
,না,O
Sentence: 2893,বেশি,O
,ডোর,O
,না,O
Sentence: 2894,ডোর,O
,না,O
Sentence: 2895,আই,O
,ডোর,O
,না,O
Sentence: 2896,এবা,O
,বেশি,O
,ডোর,O
Sentence: 2897,আই,O
,হারী,O
,গিয়ি,O
Sentence: 2898,হারী,O
,গিয়ি,O
Sentence: 2899,আই,O
,ঠিক,O
,আছি,O
Sentence: 2900,ঠিক,O
,আছি,O
Sentence: 2901,আই,O
,ফিরি,O
,আইসি,O
Sentence: 2902,ফিরি,O
,আইসি,O
Sentence: 2903,আই,O
,আইসি,O
Sentence: 2904,আই,O
,কেক,B-FOOD
,ফসন্দ,O
,গরি,O
Sentence: 2905,কেক,B-FOOD
,ফসন্দ,O
,গরি,O
Sentence: 2906,ফসন্দ,O
,গরি,O
Sentence: 2907,আই,O
,কেক,B-FOOD
,ফসন্দ,O
,গরি,O
,না,O
Sentence: 2908,কেক,B-FOOD
,ফসন্দ,O
,গরি,O
,না,O
Sentence: 2909,ফসন্দ,O
,গরি,O
,না,O
Sentence: 2910,কেক,B-FOOD
,ফসন্দ,O
,না,O
Sentence: 2911,এককানা,O
,ঘুমাইয়েরে,O
,লো,O
Sentence: 2912,ঘুমাইয়েরে,O
,লো,O
Sentence: 2913,আই,O
,একা,O
,আছিলাম,O
Sentence: 2914,একা,O
,আছিলাম,O
Sentence: 2915,আই,O
,আছিলাম,O
Sentence: 2916,আর,O
,লই,O
,আইও,O
Sentence: 2917,লই,O
,আইও,O
Sentence: 2918,ইবা,O
,রাগী,O
,গেলো,O
,গোয়,O
Sentence: 2919,রাগী,O
,গেলো,O
,গোয়,O
Sentence: 2920,ইবা,O
,গেলো,O
,গোয়,O
Sentence: 2921,আর,O
,হাত,O
,ইবা,O
,ধোইজ্জ,O
Sentence: 2922,হাত,O
,ইবা,O
,ধোইজ্জ,O
Sentence: 2923,আই,O
,অবাক,O
,ওই,O
,গিয়িলাম,O
Sentence: 2924,অবাক,O
,ওই,O
,গিয়িলাম,O
Sentence: 2925,ওই,O
,গিয়িলাম,O
Sentence: 2926,আই,O
,অবাক,O
Sentence: 2927,আই,O
,নো,O
,আইস্সুম,O
Sentence: 2928,নো,O
,আইস্সুম,O
Sentence: 2929,আই,O
,আইস্সুম,O
Sentence: 2930,আই,O
,নো,O
,হাইজ্জুম্ম,O
Sentence: 2931,নো,O
,হাইজ্জুম্ম,O
Sentence: 2932,আই,O
,হাইজ্জুম্ম,O
Sentence: 2933,আর,O
,আট,O
,টনটন,O
,গরের,O
Sentence: 2934,আট,O
,টনটন,O
,গরের,O
Sentence: 2935,টনটন,O
,গরের,O
Sentence: 2936,আর,O
,আট,O
,টনটন,O
Sentence: 2937,আট,O
,টনটন,O
Sentence: 2938,আর,O
,টাং,O
,টনটন,O
,গরের,O
Sentence: 2939,টাং,O
,টনটন,O
,গরের,O
Sentence: 2940,আর,O
,টাং,O
,টনটন,O
Sentence: 2941,টাং,O
,টনটন,O
Sentence: 2942,অনরে,O
,হন,O
,ফাদইয়ে,O
Sentence: 2943,হন,O
,ফাদইয়ে,O
Sentence: 2944,ফাদইয়ে,O
Sentence: 2945,আগে,O
,জো,O
Sentence: 2946,অনরা,O
,জো,O
Sentence: 2947,আরে,O
,নো,O
,ডাইক্কো,O
Sentence: 2948,দেহিত,O
,ফারি,O
Sentence: 2949,ডাক্তার,B-ROLE
,না,O
,হসাই,B-ROLE
Sentence: 2950,তুঁই,O
,হসাই,B-ROLE
Sentence: 2951,দুয়া,O
,ফোয়া,B-REL
,আছিল্,O
Sentence: 2952,উগ্গা,O
,মাইন্‌শর,O
,দুয়া,O
,ফোয়া,B-REL
,আছিল্,O
Sentence: 2953,উগ্গা,O
,মাইন্‌শ,O
Sentence: 2954,মাইন্‌শর,O
,দুয়া,O
,ফোয়া,B-REL
,আছিল্,O
Sentence: 2955,গইত্তাম,O
,কেনে,O
Sentence: 2956,আমার,O
,হলুদ,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2957,আমার,O
,লাল,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2958,আমার,O
,সবুজ,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2959,আমার,O
,কালো,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2960,আমার,O
,সাদা,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2961,আফেল,B-FOOD
,দেহিত,O
Sentence: 2962,আই,O
,আফেল,B-FOOD
,দেহিত,O
,ফারি,O
,না,O
Sentence: 2963,আফেল,B-FOOD
,দেহিত,O
,ফারি,O
,না,O
Sentence: 2964,দেহিত,O
,ফারি,O
,না,O
Sentence: 2965,আরে,O
,লই,O
,জো,O
Sentence: 2966,তুঁই,O
,ডাক্তার,B-ROLE
,না,O
,হসাই,B-ROLE
Sentence: 2967,আমার,O
,কমলা,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2968,আমার,O
,খয়েরি,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2969,আফেল,B-FOOD
,দেহিত,O
,না,O
Sentence: 2970,আর,O
,তুন,O
,তান্দা,O
,লাইগ্গে,O
Sentence: 2971,তান্দা,O
,লাইগ্গে,O
Sentence: 2972,আই,O
,বিদেশত,O
,গেইলাম,O
Sentence: 2973,বিদেশত,O
,গেইলাম,O
Sentence: 2974,আরে,O
,ঐইন্দি,O
,লই,O
,জো,O
Sentence: 2975,ঐইন্দি,O
,লই,O
,জো,O
Sentence: 2976,লই,O
,জো,O
Sentence: 2977,শিমুর,B-PER
,সাদা,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2978,শিমুর,B-PER
,নীল,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2979,শিমুর,B-PER
,বেগুনি,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2980,নো,O
,ডাইক্কো,O
Sentence: 2981,আরে,O
,ডাইক্কো,O
Sentence: 2982,আই,O
,আফেল,B-FOOD
,দেহিত,O
,ফারি,O
Sentence: 2983,আফেল,B-FOOD
,দেহিত,O
,ফারি,O
Sentence: 2984,শেষ,O
,ওই,O
,গিয়োই,O
Sentence: 2985,ওই,O
,গিয়োই,O
Sentence: 2986,সময়,O
,শেষ,O
Sentence: 2987,আরা,O
,অফেক্ষা,O
,কইজ্জুম,O
Sentence: 2988,অফেক্ষা,O
,কইজ্জুম,O
Sentence: 2989,এবা,O
,উথি,O
,গিয়োয়,O
Sentence: 2990,উথি,O
,গিয়োয়,O
Sentence: 2991,এবা,O
,গিয়োয়,O
Sentence: 2992,আমার,O
,নীল,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2993,আমার,O
,বেগুনি,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2994,আমার,O
,গোলাপি,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2995,আমার,O
,আকাশী,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2996,আমার,O
,ধূসর,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2997,আমার,O
,মেরুন,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2998,আই,O
,নাস্তা,B-FOOD
,হরিয়ার,O
,স্কুলত,B-ORG
,যাই,O
,না,O
Sentence: 2999,আই,O
,সকালট,O
,নাস্তা,B-FOOD
,হরিয়ার,O
,স্কুলত,B-ORG
,যাই,O
,না,O
Sentence: 3000,সকালট,O
,নাস্তা,B-FOOD
,হরিয়ার,O
,স্কুলত,B-ORG
,যাই,O
,না,O
Sentence: 3001,নাস্তা,B-FOOD
,হরিয়ার,O
,স্কুলত,B-ORG
,যাই,O
,না,O
Sentence: 3002,স্কুলত,B-ORG
,যাই,O
,না,O
Sentence: 3003,আই,O
,নাস্তা,B-FOOD
,হরিয়ার,O
,স্কুলত,B-ORG
,যাই,O
,না,O
Sentence: 3004,ইতে,O
,ফরের,O
,মাশত,O
,বিদেশ,B-LOC
,জৈব,O
,গৌ,O
Sentence: 3005,ফরের,O
,মাশত,O
,বিদেশ,B-LOC
,জৈব,O
,গৌ,O
Sentence: 3006,ইতে,O
,বিদেশ,B-LOC
,জৈব,O
,গৌ,O
Sentence: 3007,বিদেশ,B-LOC
,জৈব,O
,গৌ,O
Sentence: 3008,জৈব,O
,গৌ,O
Sentence: 3009,বেদি,O
,ইবা,O
,বেশি,O
,বেয়াদব,O
Sentence: 3010,বেশি,O
,বেয়াদব,O
Sentence: 3011,বেদি,O
,বেয়াদব,O
Sentence: 3012,ইতে,O
,ইবা,O
,বেশি,O
,বেয়াদব,O
Sentence: 3013,ইতে,O
,বেয়াদব,O
Sentence: 3014,ফুয়া,O
,ইবা,O
,রাস্তা,B-LOC
,দিয়েরে,O
,হাথি,O
,যার,O
,গোয়,O
Sentence: 3015,রাস্তা,B-LOC
,দিয়েরে,O
,হাথি,O
,যার,O
,গোয়,O
Sentence: 3016,হাথি,O
,যার,O
,গোয়,O
Sentence: 3017,ফুয়া,O
,ইবা,O
,হাথি,O
,যার,O
,গোয়,O
Sentence: 3018,ফুয়া,O
,ইবা,O
,রাস্তা,B-LOC
,দিয়েরে,O
,যার,O
,গোয়,O
Sentence: 3019,মৈফিয়াইবা,O
,লাল,B-COL
,রঙের,I-COL
,শাড়ি,B-OBJ
,ফরি,O
,আর,O
,লই,O
,দেহা,O
,গৈর,O
,তো,O
,আইসে,O
Sentence: 3020,মৈফিয়াইবা,O
,শাড়ি,B-OBJ
,ফরি,O
,আর,O
,লই,O
,দেহা,O
,গৈর,O
,তো,O
,আইসে,O
Sentence: 3021,লাল,B-COL
,রঙের,I-COL
,শাড়ি,B-OBJ
Sentence: 3022,আর,O
,লই,O
,দেহা,O
,গৈর,O
,তো,O
,আইসে,O
Sentence: 3023,দেহা,O
,গৈর,O
,তো,O
,আইসে,O
Sentence: 3024,মৈফিয়াইবা,O
,দেহা,O
,গৈর,O
,তো,O
,আইসে,O
Sentence: 3025,মৈফিয়াইবা,O
,আর,O
,লই,O
,দেহা,O
,গৈর,O
,তো,O
,আইসে,O
Sentence: 3026,শাড়ি,B-OBJ
,ফরি,O
,আর,O
,লই,O
,দেহা,O
,গৈর,O
,তো,O
,আইসে,O
Sentence: 3027,আর,O
,লই,O
,দেহা,O
Sentence: 3028,লাল,B-COL
,রঙের,I-COL
,শাড়ি,B-OBJ
,ফরি,O
,আর,O
,লই,O
,দেহা,O
Sentence: 3029,মা,O
,ওইদিন,O
,ঠিক,O
,হতাই,O
,হইলো,O
Sentence: 3030,মা,B-REL
,ঠিক,O
,হতাই,O
,হইলো,O
Sentence: 3031,ঠিক,O
,হতাই,O
,হইলো,O
Sentence: 3032,আমি,O
,এন্ডে,O
,যাইয়ুম,O
Sentence: 3033,ইক্কে,O
,নযাইয়ুম,O
